run_id,block_id,sequence_index,measurement_index,timestamp,timestamp_ns,checkpoint,variant,fixture,raw_elapsed_ns,parses,ns_per_parse,cpu_affinity,control_candidate_role
p1-v2-primary-3716b0b-retry,block-007,136,15,2026-08-22T16:21:36.511685+00:00,1787415696511703593,H4,O1,tiny_03_pair,72718782,10000,7271.8782,taskset -c 0,candidate
p1-v2-primary-3716b0b-retry,block-007,137,14,2026-08-22T16:21:36.513290+00:00,1787415696513303388,C,O2,tiny_03_pair,1551196,10000,155.1196,taskset -c 0,control
p1-v2-primary-3716b0b-retry,block-007,138,15,2026-08-22T16:21:36.514545+00:00,1787415696514558938,C,O2,tiny_03_pair,1169241,10000,116.9241,taskset -c 0,control
p1-v2-primary-3716b0b-retry,block-008,139,16,2026-08-22T16:21:36.584182+00:00,1787415696584199727,H5,O1,tiny_03_pair,69578940,10000,6957.894,taskset -c 0,candidate
p1-v2-primary-3716b0b-retry,block-008,140,17,2026-08-22T16:21:36.656067+00:00,1787415696656085181,H5,O1,tiny_03_pair,71830055,10000,7183.0055,taskset -c 0,candidate
p1-v2-primary-3716b0b-retry,block-008,141,16,2026-08-22T16:21:36.725819+00:00,1787415696725837167,H4,O1,tiny_03_pair,69693457,10000,6969.3457,taskset -c 0,candidate
p1-v2-primary-3716b0b-retry,block-008,142,16,2026-08-22T16:21:36.727270+00:00,1787415696727283775,C,O2,tiny_03_pair,1375399,10000,137.5399,taskset -c 0,control
p1-v2-primary-3716b0b-retry,block-008,143,17,2026-08-22T16:21:36.728712+00:00,1787415696728725873,C,O2,tiny_03_pair,1392558,10000,139.2558,taskset -c 0,control
p1-v2-primary-3716b0b-retry,block-008,144,17,2026-08-22T16:21:36.800105+00:00,1787415696800126164,H4,O1,tiny_03_pair,71340612,10000,7134.0612,taskset -c 0,candidate
p1-v2-primary-3716b0b-retry,block-009,145,18,2026-08-22T16:21:36.871255+00:00,1787415696871272639,H5,O1,tiny_03_pair,71046207,10000,7104.6207,taskset -c 0,candidate
